Geography,Geography Type,Geography Note,Year,Gender,Total Population,Population Aged 0 to 4,Population Aged 5 to 9,Population Aged 10 to 14,Population Aged 15 to 19,Population Aged 20 to 24,Population Aged 25 to 29,Population Aged 30 to 34,Population Aged 35 to 39,Population Aged 40 to 44,Population Aged 45 to 49,Population Aged 50 to 54,Population Aged 55 to 59,Population Aged 60 to 64,Population Aged 65 to 69,Population Aged 70 to 74,Population Aged 75 to 79,Population Aged 80+
Harbour Main-Chapel's Cove-Lakeview,Community,,2011,Female,550,25,30,20,30,30,25,25,35,35,50,45,60,50,25,15,15,35
Harbour Main-Chapel's Cove-Lakeview,Community,,2011,Male,530,25,35,25,35,25,20,20,35,35,55,55,55,45,30,15,10,15
Harbour Main-Chapel's Cove-Lakeview,Community,,2011,Total,1085,50,60,45,65,60,50,50,75,70,105,95,110,90,50,30,30,50
Harbour Main-Chapel's Cove-Lakeview,Community,,2012,Female,545,25,35,20,30,25,25,35,35,30,45,45,60,50,25,15,15,35
Harbour Main-Chapel's Cove-Lakeview,Community,,2012,Male,530,25,35,25,25,35,20,20,35,45,45,55,50,45,30,15,10,20
Harbour Main-Chapel's Cove-Lakeview,Community,,2012,Total,1075,45,70,45,55,60,45,55,70,70,90,100,105,95,55,30,25,55
Heart's Delight-Islington,Community,,2010,Female,365,5,10,25,15,25,15,15,20,20,25,35,30,45,30,15,15,20
Heart's Delight-Islington,Community,,2010,Male,345,10,20,10,25,20,15,15,15,15,20,40,30,40,25,25,10,10
Heart's Delight-Islington,Community,,2010,Total,710,15,30,40,40,45,30,30,35,35,50,70,60,85,55,40,30,30
Heart's Delight-Islington,Community,,2011,Female,370,10,10,20,15,25,20,10,15,20,30,30,30,40,35,20,15,20
Heart's Delight-Islington,Community,,2011,Male,335,10,10,10,25,20,10,15,15,15,20,40,30,35,25,25,10,10
Heart's Delight-Islington,Community,,2011,Total,705,20,25,35,40,45,30,25,30,35,50,65,60,80,60,45,30,30
Heart's Delight-Islington,Community,,2012,Female,365,5,10,25,15,25,20,10,10,20,20,35,35,35,40,20,15,20
Heart's Delight-Islington,Community,,2012,Male,335,10,15,15,15,20,10,15,15,20,15,40,25,40,30,25,15,10
Heart's Delight-Islington,Community,,2012,Total,700,20,25,40,35,45,35,30,25,35,40,70,60,75,75,45,30,35
Humber Arm South,Community,,2010,Female,880,35,55,45,60,50,45,50,65,80,70,70,75,60,35,25,20,25
Humber Arm South,Community,,2010,Male,855,40,45,30,55,60,40,40,60,75,65,75,70,70,45,25,25,15
Humber Arm South,Community,,2010,Total,1730,75,100,75,120,115,85,100,120,155,140,140,145,130,80,50,45,40
Humber Arm South,Community,,2011,Female,855,30,50,45,50,50,35,45,55,85,70,70,75,75,35,25,20,25
Humber Arm South,Community,,2011,Male,825,35,45,35,50,50,35,40,50,70,65,65,85,70,45,30,30,15
Humber Arm South,Community,,2011,Total,1680,65,95,80,100,105,75,90,105,155,140,130,160,145,80,55,45,40
Humber Arm South,Community,,2012,Female,830,20,40,45,50,50,45,40,50,75,70,65,65,80,35,30,20,20
Humber Arm South,Community,,2012,Male,830,35,35,40,45,55,40,35,50,70,70,65,80,70,50,30,25,20
Humber Arm South,Community,,2012,Total,1660,60,80,85,95,110,90,80,100,145,145,130,145,155,85,60,45,40
New-Wes-Valley,Community,,2010,Female,1195,35,35,40,65,30,30,55,70,90,95,130,140,105,50,50,55,105
New-Wes-Valley,Community,,2010,Male,1165,40,50,45,80,45,35,55,55,75,120,115,115,135,60,35,40,60
New-Wes-Valley,Community,,2010,Total,2355,80,90,90,145,75,65,105,125,160,210,255,255,235,110,85,95,165
New-Wes-Valley,Community,,2011,Female,1150,25,35,50,55,35,20,55,60,80,100,105,160,105,65,45,55,105
New-Wes-Valley,Community,,2011,Male,1120,30,50,45,65,45,20,45,50,75,110,120,105,140,70,40,35,70
New-Wes-Valley,Community,,2011,Total,2265,60,90,95,120,85,40,100,105,150,205,235,265,245,135,85,85,175
New-Wes-Valley,Community,,2012,Female,1165,30,35,40,55,30,30,50,60,90,105,90,145,120,75,40,60,110
New-Wes-Valley,Community,,2012,Male,1140,40,45,45,60,45,30,50,45,75,105,125,110,130,90,40,35,70
New-Wes-Valley,Community,,2012,Total,2305,70,85,85,110,80,60,95,105,160,205,225,260,245,165,80,95,185
Trinity Bay North,Community,"This is the Municipality of Trinity Bay North. Includes the former municipalities of Catalina, Port Union and Melrose for 2005 and later years with the addition of the municipality of Little Catalina as of 2011.  ",2010,Female,955,30,35,45,45,40,35,45,45,70,85,100,80,90,55,50,40,65
Trinity Bay North,Community,"This is the Municipality of Trinity Bay North. Includes the former municipalities of Catalina, Port Union and Melrose for 2005 and later years with the addition of the municipality of Little Catalina as of 2011.  ",2010,Male,885,20,35,55,60,40,30,35,35,75,75,110,75,75,50,50,30,35
Trinity Bay North,Community,"This is the Municipality of Trinity Bay North. Includes the former municipalities of Catalina, Port Union and Melrose for 2005 and later years with the addition of the municipality of Little Catalina as of 2011.  ",2010,Total,1840,45,70,100,110,75,60,85,75,145,160,210,150,165,105,105,70,95
Trinity Bay North,Community,"This is the Municipality of Trinity Bay North. Includes the former municipalities of Catalina, Port Union and Melrose for 2005 and later years with the addition of the municipality of Little Catalina as of 2011.  ",2011,Female,935,25,35,45,40,40,35,45,45,65,80,100,85,85,60,45,40,65
Trinity Bay North,Community,"This is the Municipality of Trinity Bay North. Includes the former municipalities of Catalina, Port Union and Melrose for 2005 and later years with the addition of the municipality of Little Catalina as of 2011.  ",2011,Male,890,25,40,55,55,40,30,25,45,65,75,100,80,80,55,45,35,40
Trinity Bay North,Community,"This is the Municipality of Trinity Bay North. Includes the former municipalities of Catalina, Port Union and Melrose for 2005 and later years with the addition of the municipality of Little Catalina as of 2011.  ",2011,Total,1825,50,75,100,100,80,65,70,85,130,155,195,160,165,120,90,75,105
Trinity Bay North,Community,"This is the Municipality of Trinity Bay North. Includes the former municipalities of Catalina, Port Union and Melrose for 2005 and later years with the addition of the municipality of Little Catalina as of 2011.  ",2012,Female,935,25,30,40,40,50,30,40,45,70,80,100,85,80,65,45,35,65
Trinity Bay North,Community,"This is the Municipality of Trinity Bay North. Includes the former municipalities of Catalina, Port Union and Melrose for 2005 and later years with the addition of the municipality of Little Catalina as of 2011.  ",2012,Male,915,30,35,45,50,50,30,30,40,75,70,105,90,80,65,50,35,45
Trinity Bay North,Community,"This is the Municipality of Trinity Bay North. Includes the former municipalities of Catalina, Port Union and Melrose for 2005 and later years with the addition of the municipality of Little Catalina as of 2011.  ",2012,Total,1850,55,65,85,95,95,55,75,75,140,150,200,175,160,135,95,70,105
Long Harbour-Mount Arlington Heights,Community,,2010,Female,140,5,5,5,5,10,5,5,5,5,10,20,10,20,5,5,5,15
Long Harbour-Mount Arlington Heights,Community,,2010,Male,150,5,,5,10,10,10,5,,5,10,20,20,15,15,5,5,10
Long Harbour-Mount Arlington Heights,Community,,2010,Total,290,10,5,10,15,20,10,5,5,5,25,45,35,40,20,10,10,25
Long Harbour-Mount Arlington Heights,Community,,2011,Female,140,5,5,5,10,5,5,,5,5,10,20,10,20,5,5,5,15
Long Harbour-Mount Arlington Heights,Community,,2011,Male,155,5,,,10,15,5,5,,10,5,20,30,15,15,5,5,10
Long Harbour-Mount Arlington Heights,Community,,2011,Total,300,10,10,10,15,20,10,5,10,10,20,45,40,40,20,10,10,20
Long Harbour-Mount Arlington Heights,Community,,2012,Female,145,5,5,5,10,5,10,5,5,5,10,15,15,15,10,5,5,15
Long Harbour-Mount Arlington Heights,Community,,2012,Male,165,5,5,5,5,15,5,5,5,15,5,20,30,15,15,5,5,10
Long Harbour-Mount Arlington Heights,Community,,2012,Total,310,10,10,10,15,20,15,5,10,15,20,40,45,35,25,10,10,20
Bauline,Community,,2010,Female,200,15,15,15,5,10,15,20,15,20,5,25,15,10,5,5,5,10
Bauline,Community,,2010,Male,205,15,10,15,15,5,15,15,15,10,25,15,15,15,10,10,,5
Bauline,Community,,2010,Total,405,30,25,30,25,15,25,35,25,25,30,40,25,25,20,15,5,15
Bauline,Community,,2011,Female,195,10,15,5,10,15,20,15,15,20,10,20,15,10,5,10,5,5
Bauline,Community,,2011,Male,200,10,10,15,15,10,15,15,10,15,20,15,15,15,15,5,,5
Bauline,Community,,2011,Total,395,20,25,25,25,25,30,30,20,30,30,35,30,25,25,10,5,10
Bauline,Community,,2012,Female,195,5,15,10,5,15,20,15,10,20,15,15,15,15,5,10,5,5
Bauline,Community,,2012,Male,200,10,10,10,20,10,15,20,10,10,15,20,10,15,15,5,5,5
Bauline,Community,,2012,Total,400,15,25,25,25,25,30,30,15,30,30,40,25,30,20,10,10,15
Flatrock,Community,,2010,Female,705,35,50,45,45,50,45,50,65,65,65,60,40,30,25,5,15,10
Flatrock,Community,,2010,Male,715,65,35,35,45,35,35,50,80,55,60,75,50,45,20,15,5,5
Flatrock,Community,,2010,Total,1415,100,80,75,85,85,85,105,150,120,120,135,95,75,50,20,20,15
Flatrock,Community,,2011,Female,735,35,55,40,45,45,55,60,55,75,65,60,50,35,25,15,15,10
Flatrock,Community,,2011,Male,725,55,45,40,40,35,40,50,70,55,70,70,55,40,25,20,5,5
Flatrock,Community,,2011,Total,1455,95,95,75,80,80,100,115,125,125,130,130,105,75,50,30,20,15
Flatrock,Community,,2012,Female,770,45,50,45,45,50,55,65,55,85,50,75,50,40,25,15,20,10
Flatrock,Community,,2012,Male,735,50,40,40,40,35,40,50,65,55,75,70,60,50,25,15,10,10
Flatrock,Community,,2012,Total,1500,100,90,85,80,85,100,110,125,135,120,145,115,85,50,35,25,20
Logy Bay-Middle Cove-Outer Cove,Community,"This is the Municipality of Logy Bay-Middle Cove-Outer Cove.  Information is available from 2003 to the most recent year available.  Prior to 2003, due to postal code issues, most of Logy Bay-Middle Cove-Outer Cove is included under St. John's. ",2010,Female,1005,50,50,85,55,50,45,50,65,95,110,90,75,75,45,40,20,25
Logy Bay-Middle Cove-Outer Cove,Community,"This is the Municipality of Logy Bay-Middle Cove-Outer Cove.  Information is available from 2003 to the most recent year available.  Prior to 2003, due to postal code issues, most of Logy Bay-Middle Cove-Outer Cove is included under St. John's. ",2010,Male,1040,50,60,80,70,60,50,45,70,90,115,100,75,70,65,25,15,20
Logy Bay-Middle Cove-Outer Cove,Community,"This is the Municipality of Logy Bay-Middle Cove-Outer Cove.  Information is available from 2003 to the most recent year available.  Prior to 2003, due to postal code issues, most of Logy Bay-Middle Cove-Outer Cove is included under St. John's. ",2010,Total,2050,105,110,160,130,110,95,90,140,185,220,190,145,145,110,60,40,45
Logy Bay-Middle Cove-Outer Cove,Community,"This is the Municipality of Logy Bay-Middle Cove-Outer Cove.  Information is available from 2003 to the most recent year available.  Prior to 2003, due to postal code issues, most of Logy Bay-Middle Cove-Outer Cove is included under St. John's. ",2011,Female,1045,50,50,80,60,60,40,60,60,105,110,85,80,80,45,35,25,30
Logy Bay-Middle Cove-Outer Cove,Community,"This is the Municipality of Logy Bay-Middle Cove-Outer Cove.  Information is available from 2003 to the most recent year available.  Prior to 2003, due to postal code issues, most of Logy Bay-Middle Cove-Outer Cove is included under St. John's. ",2011,Male,1050,45,70,80,70,55,45,50,65,95,105,100,75,70,60,30,15,15
Logy Bay-Middle Cove-Outer Cove,Community,"This is the Municipality of Logy Bay-Middle Cove-Outer Cove.  Information is available from 2003 to the most recent year available.  Prior to 2003, due to postal code issues, most of Logy Bay-Middle Cove-Outer Cove is included under St. John's. ",2011,Total,2100,100,120,155,135,115,85,110,125,200,210,190,155,150,105,65,45,45
Logy Bay-Middle Cove-Outer Cove,Community,"This is the Municipality of Logy Bay-Middle Cove-Outer Cove.  Information is available from 2003 to the most recent year available.  Prior to 2003, due to postal code issues, most of Logy Bay-Middle Cove-Outer Cove is included under St. John's. ",2012,Female,1060,55,60,75,60,70,40,65,60,85,105,100,80,75,60,35,30,30
Logy Bay-Middle Cove-Outer Cove,Community,"This is the Municipality of Logy Bay-Middle Cove-Outer Cove.  Information is available from 2003 to the most recent year available.  Prior to 2003, due to postal code issues, most of Logy Bay-Middle Cove-Outer Cove is included under St. John's. ",2012,Male,1075,45,65,85,80,60,50,50,50,105,90,100,85,80,60,35,20,20
Logy Bay-Middle Cove-Outer Cove,Community,"This is the Municipality of Logy Bay-Middle Cove-Outer Cove.  Information is available from 2003 to the most recent year available.  Prior to 2003, due to postal code issues, most of Logy Bay-Middle Cove-Outer Cove is included under St. John's. ",2012,Total,2140,100,130,155,140,130,85,110,110,190,195,200,160,155,115,70,55,50
Torbay,Community,,2010,Female,3710,315,240,205,225,200,205,290,385,325,315,265,215,180,125,70,60,95
Torbay,Community,,2010,Male,3445,320,245,205,230,195,170,270,345,300,285,260,220,170,90,55,45,30
Torbay,Community,,2010,Total,7155,645,485,410,450,395,370,560,730,620,605,530,435,350,205,130,105,130
Torbay,Community,,2011,Female,3805,300,280,195,220,210,200,315,380,345,310,280,220,190,125,70,60,105
Torbay,Community,,2011,Male,3590,325,265,215,230,200,170,285,355,325,285,280,225,185,100,65,45,35
Torbay,Community,,2011,Total,7395,630,545,410,450,410,365,600,735,665,595,565,440,370,220,145,105,140
Torbay,Community,,2012,Female,3850,290,300,190,220,225,210,290,370,355,315,295,230,200,130,90,55,90
Torbay,Community,,2012,Male,3685,330,285,225,220,200,155,280,330,365,295,265,255,190,120,70,45,45
Torbay,Community,,2012,Total,7535,630,580,420,435,425,360,570,705,710,615,565,485,390,245,160,100,140
Renews-Cappahayden,Community,,2010,Female,145,5,,10,10,5,5,5,5,10,20,15,20,15,5,5,5,10
Renews-Cappahayden,Community,,2010,Male,170,,5,5,10,15,5,10,,5,15,25,20,15,10,10,,5
Renews-Cappahayden,Community,,2010,Total,315,5,5,10,20,20,10,15,5,10,35,45,40,35,15,15,5,20
Renews-Cappahayden,Community,,2011,Female,145,5,,10,10,,5,5,5,10,15,20,20,20,5,10,5,10
Renews-Cappahayden,Community,,2011,Male,165,,5,5,10,10,5,5,,5,10,25,20,25,10,10,,5
Renews-Cappahayden,Community,,2011,Total,310,10,5,10,15,15,10,10,5,10,25,45,45,40,15,15,5,20
Renews-Cappahayden,Community,,2012,Female,145,5,,5,10,5,5,5,5,10,10,20,25,15,10,5,5,10
Renews-Cappahayden,Community,,2012,Male,165,5,,5,5,15,5,10,5,5,15,20,20,25,10,5,5,5
Renews-Cappahayden,Community,,2012,Total,310,10,5,10,15,25,10,15,10,10,25,40,45,35,25,10,10,20
St. Jacques-Coomb's Cove,Community,Includes English Harbour West which is part of the Municipality. ,2010,Female,305,15,5,15,15,10,15,25,15,35,25,25,30,20,25,10,10,20
St. Jacques-Coomb's Cove,Community,Includes English Harbour West which is part of the Municipality. ,2010,Male,310,20,10,20,20,10,5,20,20,35,30,25,25,25,15,15,10,10
St. Jacques-Coomb's Cove,Community,Includes English Harbour West which is part of the Municipality. ,2010,Total,615,35,20,40,40,15,20,45,35,65,55,40,55,40,40,25,25,25
St. Jacques-Coomb's Cove,Community,Includes English Harbour West which is part of the Municipality. ,2011,Female,305,15,10,15,10,10,15,25,15,30,25,30,25,20,20,15,10,20
St. Jacques-Coomb's Cove,Community,Includes English Harbour West which is part of the Municipality. ,2011,Male,310,20,10,15,20,10,10,15,20,25,35,25,30,25,20,15,10,10
St. Jacques-Coomb's Cove,Community,Includes English Harbour West which is part of the Municipality. ,2011,Total,620,35,20,35,35,20,25,40,40,50,60,45,55,45,40,30,25,30
St. Jacques-Coomb's Cove,Community,Includes English Harbour West which is part of the Municipality. ,2012,Female,295,10,10,15,5,10,10,25,20,25,25,35,20,20,20,20,10,20
St. Jacques-Coomb's Cove,Community,Includes English Harbour West which is part of the Municipality. ,2012,Male,305,15,15,15,15,15,10,15,20,25,35,25,30,15,25,10,10,10
St. Jacques-Coomb's Cove,Community,Includes English Harbour West which is part of the Municipality. ,2012,Total,605,25,25,30,25,25,25,35,40,50,60,50,50,40,40,30,25,30
Clarenville,Community,,2010,Female,3075,150,180,190,155,195,160,205,235,280,235,210,215,185,105,120,85,185
Clarenville,Community,,2010,Male,2835,170,165,225,220,145,135,160,215,240,245,175,185,175,120,80,80,90
Clarenville,Community,,2010,Total,5910,320,345,415,375,335,295,365,450,530,470,380,400,360,225,205,165,275
Clarenville,Community,,2011,Female,3140,150,185,190,165,175,170,210,240,295,250,200,210,190,120,125,95,175
Clarenville,Community,,2011,Male,2900,170,190,215,215,150,130,160,235,245,245,180,190,170,140,80,75,100
Clarenville,Community,,2011,Total,6035,320,375,405,385,320,300,370,470,545,490,380,405,360,265,210,170,270
Clarenville,Community,,2012,Female,3180,130,180,195,165,185,175,205,250,270,260,200,210,210,140,125,95,180
Clarenville,Community,,2012,Male,2920,170,185,215,225,150,130,140,225,245,240,185,195,170,150,90,70,115
Clarenville,Community,,2012,Total,6095,300,370,415,390,325,305,350,475,525,500,385,405,380,290,220,165,290
Carbonear,Community,,2010,Female,2510,110,105,135,135,125,115,135,135,165,185,235,205,195,145,115,85,190
Carbonear,Community,,2010,Male,2250,110,100,125,140,115,135,110,125,145,200,185,195,180,135,100,65,95
Carbonear,Community,,2010,Total,4760,220,205,260,275,230,245,245,260,305,385,420,400,370,280,215,155,280
Carbonear,Community,,2011,Female,2515,120,110,125,125,115,120,115,150,170,170,240,200,190,170,120,90,190
Carbonear,Community,,2011,Male,2225,115,100,125,135,115,115,120,105,140,200,170,205,175,140,105,75,85
Carbonear,Community,,2011,Total,4740,235,210,250,260,225,235,235,255,305,370,410,405,365,310,225,170,270
Carbonear,Community,,2012,Female,2530,100,120,130,125,100,120,120,150,175,170,215,200,200,175,120,90,225
Carbonear,Community,,2012,Male,2285,100,110,120,130,125,115,120,120,135,205,160,215,180,155,110,80,110
Carbonear,Community,,2012,Total,4815,205,230,255,255,220,235,240,270,310,375,375,415,380,330,235,175,325
Glovertown,Community,,2010,Female,1100,40,50,65,65,35,45,45,75,80,85,95,75,95,70,45,50,85
Glovertown,Community,,2010,Male,1030,55,45,60,75,40,35,50,60,70,90,80,70,85,80,50,25,60
Glovertown,Community,,2010,Total,2125,95,90,125,140,70,80,95,130,150,170,170,140,185,145,100,75,145
Glovertown,Community,,2011,Female,1095,50,50,55,70,35,45,50,65,70,90,85,85,90,70,60,40,85
Glovertown,Community,,2011,Male,1030,45,50,55,75,40,35,50,60,60,80,85,75,90,75,60,20,60
Glovertown,Community,,2011,Total,2120,95,100,110,145,75,80,100,125,130,170,170,160,185,145,120,65,145
Glovertown,Community,,2012,Female,1095,45,50,45,70,35,40,50,55,70,90,75,100,85,80,65,40,90
Glovertown,Community,,2012,Male,1025,45,45,55,65,45,40,45,55,70,70,80,80,85,80,60,25,55
Glovertown,Community,,2012,Total,2115,90,90,100,140,80,85,100,110,140,160,155,180,175,160,130,70,145
Kippens,Community,,2010,Female,915,45,40,60,60,25,25,40,65,90,95,80,85,70,60,30,25,25
Kippens,Community,,2010,Male,910,35,50,50,65,45,25,30,55,75,90,75,80,80,65,25,25,20
Kippens,Community,,2010,Total,1820,75,90,110,115,75,45,70,120,165,180,150,170,150,125,60,55,50
Kippens,Community,,2011,Female,930,40,45,60,60,25,30,40,65,90,90,85,85,70,65,25,30,30
Kippens,Community,,2011,Male,890,30,55,50,60,40,20,35,45,80,85,75,75,90,65,30,30,20
Kippens,Community,,2011,Total,1815,70,105,110,115,70,50,70,110,170,170,155,165,160,125,60,60,55
Kippens,Community,,2012,Female,945,35,55,50,70,25,25,35,55,90,100,80,85,70,70,25,35,35
Kippens,Community,,2012,Male,905,20,65,50,60,45,25,40,35,75,90,80,75,90,65,30,30,25
Kippens,Community,,2012,Total,1845,55,125,100,120,75,45,75,95,165,185,155,165,160,135,65,70,60
Stephenville,Community,"This is approximately the Municipality of Stephenville.  All data for Stephenville includes Cold Brook except 2011 Census data, 2011 National Household Survey data, and population estimates data.",2010,Female,3645,135,170,170,220,210,190,170,215,240,340,340,275,270,200,165,135,180
Stephenville,Community,"This is approximately the Municipality of Stephenville.  All data for Stephenville includes Cold Brook except 2011 Census data, 2011 National Household Survey data, and population estimates data.",2010,Male,3200,160,155,175,260,210,145,140,150,215,295,280,250,260,185,110,105,120
Stephenville,Community,"This is approximately the Municipality of Stephenville.  All data for Stephenville includes Cold Brook except 2011 Census data, 2011 National Household Survey data, and population estimates data.",2010,Total,6840,290,320,345,480,420,330,305,370,455,635,620,525,530,395,275,240,305
Stephenville,Community,"This is approximately the Municipality of Stephenville.  All data for Stephenville includes Cold Brook except 2011 Census data, 2011 National Household Survey data, and population estimates data.",2011,Female,3595,155,150,175,205,190,190,185,200,245,315,330,295,265,205,185,135,180
